ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F
40,0.4,0.25,0.8084112149532711,0.49999999999999994,0,0,0.7333333333333333,0.2018991964937911,1,0,1,0,0,0
41,0.6,0.0,0.6121495327102803,0.0,0,1,0.23333333333333334,0.40861943024105185,1,0,0,1,0,0
42,0.6,1.0,0.2009345794392523,0.3333333333333333,1,1,0.9999999999999999,0.03856829802775749,1,0,0,0,0,1
43,0.20000000000000007,1.0,0.19158878504672894,0.0,1,1,0.6166666666666666,0.0943754565376187,1,0,0,0,1,0
44,0.20000000000000007,0.0,0.36448598130841126,0.0,0,1,0.7166666666666666,0.08108108108108109,1,0,0,0,0,1
45,0.20000000000000007,0.0,0.2570093457943925,0.0,0,1,0.4666666666666667,0.047772096420745064,1,1,0,0,0,0
46,0.6,0.0,0.5327102803738317,0.16666666666666669,0,0,0.13333333333333333,0.2838568298027757,1,0,1,0,0,0
47,0.20000000000000007,0.75,0.3411214953271028,0.3333333333333333,1,0,0.5166666666666666,0.035646457268078885,1,0,0,1,0,0
48,0.6,0.0,0.2990654205607477,0.0,0,1,0.5166666666666666,0.08400292184075966,1,0,0,0,0,1
49,0.6,0.75,0.4392523364485982,0.0,1,1,0.13333333333333333,0.402045288531775,1,0,0,0,1,0
50,0.6,0.5,0.5607476635514018,0.16666666666666669,0,0,0.6499999999999999,0.16727538349159968,1,0,0,0,0,1
51,0.4,0.0,0.40654205607476634,0.16666666666666669,0,1,0.6,0.152081811541271,1,1,0,0,0,0
52,0.4,0.75,0.21028037383177567,0.16666666666666669,0,1,0.35,0.10723155588020453,1,0,1,0,0,0
53,0.4,0.5,0.32242990654205606,0.16666666666666669,0,0,0.7166666666666666,0.04660336011687363,1,0,0,1,0,0
54,0.0,0.0,0.3457943925233645,0.16666666666666669,0,1,0.6666666666666666,0.01855368882395908,1,0,0,0,0,1
55,0.4,0.5,0.5,0.16666666666666669,2,1,0.18333333333333335,0.37078159240321407,1,0,0,0,1,0
56,0.0,1.0,0.7009345794392524,0.49999999999999994,0,1,0.7499999999999999,0.2097881665449233,1,0,0,0,0,1
57,0.20000000000000007,0.5,0.663551401869159,0.16666666666666669,0,0,0.9999999999999999,0.3060628195763331,1,1,0,0,0,0
58,0.20000000000000007,0.5,0.4532710280373832,0.16666666666666669,1,0,0.4666666666666667,0.358217677136596,1,0,1,0,0,0
59,0.6,1.0,0.21028037383177567,0.16666666666666669,2,1,0.6666666666666666,0.05346968590211834,1,0,0,1,0,0
60,0.4,0.0,0.25233644859813087,0.16666666666666669,2,0,0.26666666666666666,0.13469685902118336,1,0,0,0,0,1
62,0.20000000000000007,0.5,0.3878504672897196,0.16666666666666669,1,1,0.85,0.02293644996347699,1,0,0,0,0,1
64,0.20000000000000007,0.0,0.37850467289719625,0.16666666666666669,1,1,0.9999999999999999,0.12841490138787434,1,0,1,0,0,0
65,0.4,1.0,0.7710280373831776,0.0,2,1,0.7999999999999999,0.2986121256391526,1,0,0,1,0,0
66,0.20000000000000007,0.25,0.49532710280373826,0.16666666666666669,0,1,0.7999999999999999,0.27465303140978814,1,0,0,0,0,1
67,0.20000000000000007,0.25,0.06074766355140193,0.16666666666666669,1,0,0.23333333333333334,0.10357925493060627,1,0,0,0,1,0
68,0.20000000000000007,0.5,0.28971962616822433,0.16666666666666669,0,0,0.08333333333333334,0.12812271731190647,1,0,0,0,0,1
69,0.4,0.25,0.630841121495327,0.3333333333333333,1,0,0.08333333333333334,0.22074506939371805,1,1,0,0,0,0
70,0.20000000000000007,1.0,0.514018691588785,0.16666666666666669,1,1,0.6333333333333333,0.28166544923301684,1,0,1,0,0,0
71,0.6,0.0,0.4252336448598131,0.3333333333333333,2,1,0.21666666666666667,0.4160701241782323,1,0,0,1,0,0
72,0.6,1.0,0.6261682242990655,0.0,0,0,0.016666666666666666,0.17940102264426586,1,0,0,0,0,1
73,0.6,1.0,0.6355140186915887,0.16666666666666669,1,0,0.5333333333333333,0.2917457998539079,1,0,0,0,1,0
74,0.4,1.0,0.5560747663551401,0.16666666666666669,1,0,0.3333333333333333,0.4357925493060628,1,0,0,0,0,1
75,0.8000000000000002,0.0,0.663551401869159,0.6666666666666667,0,0,0.2,0.21051862673484292,1,1,0,0,0,0
76,0.4,0.0,0.7943925233644858,0.16666666666666669,0,0,0.36666666666666664,0.4052593133674215,1,0,1,0,0,0
77,0.0,0.5,0.28971962616822433,0.0,1,0,0.5833333333333333,0.1149744338933528,1,0,0,1,0,0
78,0.20000000000000007,0.5,0.07943925233644866,0.16666666666666669,0,0,0.7,0.07552958363769174,1,0,0,0,0,1
79,0.20000000000000007,0.75,0.5934579439252335,0.16666666666666669,0,1,0.2833333333333333,0.4321402483564646,1,0,0,0,1,0
80,0.20000000000000007,1.0,0.7523364485981309,0.0,1,0,0.9166666666666666,0.39590942293644993,1,0,0,0,0,1
81,0.20000000000000007,0.75,0.39252336448598135,0.0,1,0,0.7999999999999999,0.13747260774287798,1,1,0,0,0,0
82,0.0,1.0,0.16822429906542058,0.16666666666666669,0,1,0.2833333333333333,0.11073776479181882,1,0,1,0,0,0
83,0.4,0.75,0.5654205607476636,0.16666666666666669,2,0,0.4166666666666667,0.2737764791818845,1,0,0,1,0,0
84,0.6,1.0,0.30841121495327106,0.16666666666666669,2,0,0.49999999999999994,0.053031409788166534,1,0,0,0,0,1
85,0.4,1.0,0.4719626168224299,0.0,1,0,0.6499999999999999,0.24967129291453613,1,0,0,0,1,0
86,0.20000000000000007,0.75,0.4719626168224299,0.16666666666666669,1,1,0.2,0.16756756756756755,1,0,0,0,0,1
87,0.4,0.0,0.4158878504672897,0.0,0,1,0.7166666666666666,0.2788897005113221,1,1,0,0,0,0
88,0.8000000000000002,0.25,0.850467289719626,0.16666666666666669,1,0,0.03333333333333334,0.2882395909422937,1,0,1,0,0,0
89,0.20000000000000007,0.5,0.6214953271028038,0.16666666666666669,0,1,0.7999999999999999,0.19547114682249814,1,0,0,1,0,0
90,0.4,0.0,0.42056074766355145,0.3333333333333333,1,0,0.9333333333333332,0.42059897735573415,1,0,0,0,0,1
91,0.6,0.5,0.36448598130841126,0.6666666666666667,2,0,0.6666666666666666,0.012271731190650115,1,0,0,0,1,0
92,0.6,1.0,0.8878504672897195,0.16666666666666669,0,0,0.2833333333333333,0.3158509861212564,1,0,0,0,0,1
93,0.4,0.75,0.3691588785046729,0.0,1,0,0.1,0.027319211102994873,1,1,0,0,0,0
94,0.20000000000000007,0.5,0.5747663551401868,0.16666666666666669,1,0,0.26666666666666666,0.3485756026296567,1,0,1,0,0,0
95,0.4,0.0,0.5467289719626168,0.3333333333333333,2,0,0.5666666666666667,0.19605551497443388,1,0,0,1,0,0
96,0.0,0.5,0.6495327102803737,0.16666666666666669,0,1,0.9333333333333332,0.15091307523739958,1,0,0,0,0,1
97,0.20000000000000007,0.5,0.24766355140186913,0.0,1,1,0.2833333333333333,0.03272461650840028,1,0,0,0,1,0
98,0.4,0.0,0.8177570093457943,0.0,1,0,0.11666666666666667,0.20452885317750183,1,0,0,0,0,1
99,0.20000000000000007,1.0,0.22429906542056077,0.3333333333333333,1,1,0.06666666666666667,0.015047479912344786,1,1,0,0,0,0
100,0.4,0.25,0.2289719626168224,0.0,1,1,0.3333333333333333,0.08999269539810079,1,0,1,0,0,0
101,0.6,0.5,0.21962616822429903,0.0,1,1,0.9666666666666666,0.12213294375456538,1,0,0,1,0,0
102,0.6,1.0,0.6121495327102803,0.3333333333333333,0,1,0.8666666666666666,0.2371073776479182,1,0,0,0,0,1
103,0.0,0.0,0.5467289719626168,0.16666666666666669,0,1,0.4666666666666667,0.25288531775018264,1,0,0,0,1,0
104,0.6,0.0,0.22429906542056077,0.3333333333333333,0,1,0.6,0.09598246895544194,1,0,0,0,0,1
105,0.20000000000000007,0.5,0.5700934579439253,0.16666666666666669,0,1,0.03333333333333334,0.18319941563184808,1,1,0,0,0,0
106,0.4,0.25,0.22429906542056077,0.16666666666666669,1,1,0.9666666666666666,0.08575602629656684,1,0,1,0,0,0
107,0.20000000000000007,0.0,0.663551401869159,0.16666666666666669,0,1,0.26666666666666666,0.2371073776479182,1,0,0,1,0,0
108,0.4,1.0,0.5607476635514018,0.16666666666666669,2,1,0.4166666666666667,0.1536888239590942,1,0,0,0,0,1
109,0.4,1.0,0.663551401869159,0.16666666666666669,2,0,0.8999999999999999,0.3295836376917458,1,0,0,0,1,0
110,0.4,0.0,0.21028037383177567,0.16666666666666669,1,1,0.7666666666666666,0.03637691745799854,1,0,0,0,0,1
111,0.20000000000000007,0.0,0.28971962616822433,0.0,0,1,0.016666666666666666,0.04134404674945216,1,1,0,0,0,0
113,0.4,0.5,0.3691588785046729,0.0,0,1,0.4,0.11906501095690283,1,0,0,1,0,0
114,0.20000000000000007,0.25,0.7803738317757009,0.16666666666666669,0,1,0.6666666666666666,0.2653031409788167,1,0,0,0,0,1
115,0.20000000000000007,1.0,0.33644859813084116,0.0,2,1,0.8166666666666667,0.08984660336011688,1,0,0,0,1,0
116,0.20000000000000007,0.75,0.3738317757009346,0.16666666666666669,2,1,0.5833333333333333,0.11365960555149743,1,0,0,0,0,1
117,0.4,0.0,0.25233644859813087,0.3333333333333333,2,1,0.9833333333333333,0.0033601168736303866,1,1,0,0,0,0
118,0.4,0.5,0.7897196261682243,0.0,1,0,0.49999999999999994,0.19357195032870708,1,0,1,0,0,0
119,0.0,1.0,0.7803738317757009,0.16666666666666669,0,0,0.06666666666666667,0.2842951059167276,1,0,0,1,0,0
120,0.6,0.0,0.2289719626168224,0.16666666666666669,0,1,0.31666666666666665,0.05639152666179692,1,0,0,0,0,1
121,0.4,0.25,0.40654205607476634,0.16666666666666669,0,0,0.5333333333333333,0.254200146092038,1,0,0,0,1,0
122,0.20000000000000007,0.5,0.5093457943925234,0.16666666666666669,1,0,0.3,0.17034331628926222,1,0,0,0,0,1
124,0.20000000000000007,0.5,0.7289719626168224,0.0,1,0,0.7833333333333333,0.16084733382030678,1,0,1,0,0,0
125,0.6,1.0,0.588785046728972,0.16666666666666669,0,1,0.15,0.1868517165814463,1,0,0,1,0,0
126,0.20000000000000007,0.5,0.5,0.0,0,1,0.4,0.38071585098612126,1,0,0,0,0,1
127,0.4,1.0,0.5794392523364486,0.16666666666666669,1,1,0.6499999999999999,0.3674214755295836,1,0,0,0,1,0
128,0.20000000000000007,0.5,0.23831775700934577,0.3333333333333333,0,0,0.9833333333333333,0.10533235938641342,1,0,0,0,0,1
129,0.4,0.75,0.4859813084112149,0.3333333333333333,1,1,0.25,0.15471146822498175,1,1,0,0,0,0
130,0.4,1.0,0.5981308411214953,0.3333333333333333,1,1,0.3333333333333333,0.1497443389335281,1,0,1,0,0,0
131,0.20000000000000007,1.0,0.3878504672897196,0.0,0,0,0.26666666666666666,0.053031409788166534,1,0,0,1,0,0
132,0.20000000000000007,0.75,0.22429906542056077,0.16666666666666669,0,1,0.8166666666666667,0.12622352081811541,1,0,0,0,0,1
133,0.6,0.25,0.7056074766355139,0.16666666666666669,0,1,0.26666666666666666,0.4219138056975895,1,0,0,0,1,0
134,0.6,0.75,0.8598130841121495,0.6666666666666667,1,0,0.8333333333333333,0.37706355003652303,1,0,0,0,0,1
135,0.20000000000000007,0.5,0.33644859813084116,0.0,1,0,0.0,0.12096420745069394,1,1,0,0,0,0
136,0.20000000000000007,1.0,0.2850467289719626,0.16666666666666669,1,0,0.05,0.1297297297297297,1,0,1,0,0,0
137,0.20000000000000007,0.5,0.43457943925233644,0.3333333333333333,1,0,0.8333333333333333,0.17633308984660337,1,0,0,1,0,0
138,0.20000000000000007,1.0,0.30841121495327106,0.0,1,1,0.1,0.10781592403214021,1,0,0,0,0,1
139,0.4,0.0,0.5186915887850467,0.49999999999999994,0,1,0.7833333333333333,0.20423666910153396,1,0,0,0,1,0
140,0.6,0.0,0.6588785046728972,0.0,0,0,0.15,0.41767713659605554,1,0,0,0,0,1
141,0.4,0.75,0.7850467289719626,0.16666666666666669,2,1,0.9666666666666666,0.14886778670562453,1,1,0,0,0,0
142,0.6,0.75,0.24766355140186913,0.16666666666666669,0,1,0.8333333333333333,0.09408327246165082,1,0,1,0,0,0
143,0.6,1.0,0.30841121495327106,0.16666666666666669,0,1,0.6666666666666666,0.06734842951059167,1,0,0,1,0,0
145,0.0,0.0,0.28971962616822433,0.16666666666666669,1,0,0.8333333333333333,0.0787436084733382,1,0,0,0,1,0
146,0.0,0.25,0.7102803738317757,0.0,0,1,0.7499999999999999,0.3953250547845143,1,0,0,0,0,1
147,0.20000000000000007,1.0,0.4439252336448598,0.16666666666666669,0,1,0.36666666666666664,0.40160701241782326,1,1,0,0,0,0
148,0.4,0.5,0.23364485981308414,0.3333333333333333,1,0,0.38333333333333336,0.12315558802045287,1,0,1,0,0,0
149,0.20000000000000007,0.5,0.18224299065420557,0.16666666666666669,0,1,0.9166666666666666,0.0714390065741417,1,0,0,1,0,0
150,0.6,0.0,0.24766355140186913,0.16666666666666669,0,1,0.6499999999999999,0.008911614317019728,1,0,0,0,0,1
151,0.4,0.75,0.5794392523364486,0.0,1,0,0.1,0.22644265887509127,1,0,0,0,1,0
152,0.6,0.5,0.009345794392523366,0.49999999999999994,1,1,0.7166666666666666,0.03915266617969321,1,0,0,0,0,1
153,0.20000000000000007,0.75,0.004672897196261683,0.3333333333333333,0,1,0.5166666666666666,0.03462381300219139,1,1,0,0,0,0
154,0.20000000000000007,0.5,0.40654205607476634,0.0,0,1,0.8666666666666666,0.4281957633308985,1,0,1,0,0,0
155,0.20000000000000007,0.5,0.30841121495327106,0.16666666666666669,1,0,0.11666666666666667,0.1268078889700511,1,0,0,1,0,0
156,0.6,0.0,0.08411214953271029,0.3333333333333333,0,0,0.7666666666666666,0.064572680788897,1,0,0,0,0,1
157,0.8000000000000002,0.5,0.836448598130841,0.49999999999999994,0,1,0.6666666666666666,0.2176771365960555,1,0,0,0,1,0
158,0.20000000000000007,0.25,0.5,0.0,1,0,0.6333333333333333,0.41548575602629656,1,0,0,0,0,1
161,0.0,0.25,0.07476635514018692,0.3333333333333333,1,1,0.9166666666666666,0.020014609203798384,1,0,0,1,0,0
162,0.20000000000000007,0.0,0.5186915887850467,0.16666666666666669,1,0,0.9166666666666666,0.36245434623813,1,0,0,0,0,1
163,0.4,0.0,0.7710280373831776,0.3333333333333333,0,0,0.95,0.3544192841490139,1,0,0,0,1,0
164,0.6,0.25,0.8317757009345793,0.16666666666666669,1,1,0.08333333333333334,0.34682249817384947,1,0,0,0,0,1
165,0.20000000000000007,1.0,0.21028037383177567,0.0,0,1,0.85,0.10094959824689553,1,1,0,0,0,0
166,0.20000000000000007,0.5,0.3271028037383178,0.3333333333333333,1,0,0.26666666666666666,0.07260774287801314,1,0,1,0,0,0
167,0.6,0.25,0.21028037383177567,0.16666666666666669,2,0,0.5499999999999999,0.002775748721694671,1,0,0,1,0,0
168,0.4,1.0,0.26168224299065423,0.16666666666666669,0,1,0.7,0.10343316289262233,1,0,0,0,0,1
169,0.4,0.25,0.7196261682242991,0.16666666666666669,0,0,0.8666666666666666,0.2157779401022644,1,0,0,0,1,0
170,0.4,0.5,0.3037383177570093,0.16666666666666669,1,0,0.45,0.11804236669101534,1,0,0,0,0,1
171,0.4,0.5,0.4158878504672897,0.16666666666666669,1,0,0.15,0.1843681519357195,1,1,0,0,0,0
172,0.4,0.75,0.3738317757009346,0.3333333333333333,2,0,0.85,0.013878743608473326,1,0,1,0,0,0
173,0.20000000000000007,0.75,0.2429906542056075,0.16666666666666669,0,1,0.9166666666666666,0.0802045288531775,1,0,0,1,0,0
175,0.20000000000000007,0.5,0.6822429906542057,0.16666666666666669,0,0,0.8333333333333333,0.42863403944485023,1,0,0,0,1,0
176,0.4,0.75,0.25233644859813087,0.0,1,1,0.03333333333333334,0.04149013878743607,1,0,0,0,0,1
177,0.4,1.0,0.44859813084112143,0.16666666666666669,2,1,0.31666666666666665,0.41943024105186266,1,1,0,0,0,0
178,0.4,1.0,0.09345794392523366,0.16666666666666669,1,1,0.8833333333333333,0.045726807888970045,1,0,1,0,0,0
179,0.20000000000000007,0.5,0.44859813084112143,0.16666666666666669,1,0,0.016666666666666666,0.43739956172388605,1,0,0,1,0,0
180,0.6,1.0,0.7429906542056074,0.3333333333333333,1,1,0.03333333333333334,0.356318480642805,1,0,0,0,0,1
181,0.4,0.0,0.3037383177570093,0.8333333333333333,1,0,0.2833333333333333,0.04280496712929144,1,0,0,0,1,0
182,0.4,1.0,0.2850467289719626,0.16666666666666669,0,1,0.31666666666666665,0.07100073046018993,1,0,0,0,0,1
184,0.20000000000000007,1.0,0.30841121495327106,0.8333333333333333,1,0,0.25,0.007450693937180425,1,0,1,0,0,0
185,0.20000000000000007,0.5,0.23364485981308414,0.0,0,1,0.8166666666666667,0.07085463842220599,1,0,0,1,0,0
186,0.20000000000000007,0.25,0.5280373831775701,0.16666666666666669,1,1,0.8833333333333333,0.2921840759678598,1,0,0,0,0,1
187,0.6,0.75,0.17757009345794394,0.0,1,0,0.8999999999999999,0.05624543462381301,1,0,0,0,1,0
188,0.0,0.0,0.588785046728972,0.0,1,1,0.06666666666666667,0.40569758948137324,1,0,0,0,0,1
189,0.0,1.0,0.2009345794392523,0.16666666666666669,0,0,0.43333333333333335,0.03389335281227174,1,1,0,0,0,0
190,0.0,0.75,0.17757009345794394,0.16666666666666669,0,0,0.6833333333333332,0.06048210372534696,1,0,1,0,0,0
191,0.0,1.0,0.15887850467289721,0.16666666666666669,0,1,0.25,0.01329437545653761,1,0,0,1,0,0
193,0.0,0.75,0.20560747663551404,0.16666666666666669,0,0,0.1,0.05989773557341124,1,0,0,0,1,0
194,0.0,0.25,0.28971962616822433,0.16666666666666669,0,1,0.45,0.1412710007304602,1,0,0,0,0,1
195,0.4,0.25,0.8130841121495326,0.3333333333333333,0,0,0.7499999999999999,0.10737764791818846,1,1,0,0,0,0
196,0.0,1.0,0.20560747663551404,0.16666666666666669,0,0,0.48333333333333334,0.004236669101533974,1,0,1,0,0,0
197,0.0,0.25,0.18224299065420557,0.16666666666666669,0,1,0.23333333333333334,0.0493791088385683,1,0,0,1,0,0
198,0.0,0.5,0.1869158878504673,0.16666666666666669,0,0,0.3,0.08283418553688823,1,0,0,0,0,1
199,0.0,0.5,0.2149532710280374,0.16666666666666669,1,0,0.6166666666666666,0.9699050401753104,1,0,0,0,1,0
200,0.0,0.25,0.2710280373831776,0.16666666666666669,1,1,0.6166666666666666,1.0,1,0,0,0,0,1
201,0.0,0.5,0.2009345794392523,0.16666666666666669,0,1,0.13333333333333333,0.06866325785244703,1,1,0,0,0,0
202,0.0,0.5,0.2990654205607477,0.16666666666666669,0,0,0.7,0.03652300949598247,1,0,1,0,0,0
203,0.0,0.75,0.17757009345794394,0.16666666666666669,0,1,0.95,0.00964207450693938,1,0,0,1,0,0
204,0.6,0.5,0.3037383177570093,0.49999999999999994,2,1,0.7833333333333333,0.12885317750182615,1,0,0,0,0,1
205,0.0,1.0,0.2757009345794392,0.16666666666666669,0,1,0.36666666666666664,0.08780131482834186,1,0,0,0,1,0
206,0.0,0.5,0.2289719626168224,0.16666666666666669,1,0,0.38333333333333336,0.962308254200146,1,0,0,0,0,1
207,0.0,0.25,0.2850467289719626,0.16666666666666669,0,1,0.0,0.06953981008035062,1,1,0,0,0,0
208,0.0,0.25,0.2990654205607477,0.16666666666666669,0,1,0.7833333333333333,0.1008035062089116,1,0,1,0,0,0
209,0.0,0.75,0.26168224299065423,0.16666666666666669,0,1,0.8999999999999999,0.07260774287801314,1,0,0,1,0,0
210,0.0,1.0,0.2429906542056075,0.16666666666666669,2,0,0.16666666666666666,0.07319211102994885,1,0,0,0,0,1
211,0.0,0.0,0.14485981308411222,0.16666666666666669,0,0,0.23333333333333334,0.07611395178962746,1,0,0,0,1,0
212,0.0,1.0,0.2710280373831776,0.16666666666666669,0,0,0.3333333333333333,0.016362308254200153,1,0,0,0,0,1
213,0.0,1.0,0.14485981308411222,0.16666666666666669,0,1,0.7166666666666666,0.04967129291453615,1,1,0,0,0,0
214,0.0,1.0,0.2990654205607477,0.16666666666666669,1,0,0.49999999999999994,0.9349890430971513,1,0,1,0,0,0
215,0.0,0.75,0.15420560747663548,0.16666666666666669,0,0,0.7833333333333333,0.03184806428049672,1,0,0,1,0,0
216,0.0,1.0,0.28971962616822433,0.16666666666666669,0,0,0.6499999999999999,0.10533235938641342,1,0,0,0,0,1
217,0.4,0.5,0.4158878504672897,0.16666666666666669,1,1,0.03333333333333334,0.31117604090577067,1,0,0,0,1,0
219,0.20000000000000007,0.75,0.2429906542056075,0.16666666666666669,0,1,0.6,0.0762600438276114,1,1,0,0,0,0
220,0.20000000000000007,1.0,0.8130841121495326,0.16666666666666669,0,1,0.9833333333333333,0.4213294375456538,1,0,1,0,0,0
221,0.20000000000000007,0.75,0.6822429906542057,0.16666666666666669,0,1,0.4666666666666667,0.20160701241782322,1,0,0,1,0,0
222,0.4,0.5,0.25233644859813087,0.0,1,1,0.49999999999999994,0.08575602629656684,1,0,0,0,0,1
223,0.4,0.25,0.44859813084112143,0.16666666666666669,2,1,0.05,0.15485756026296568,1,0,0,0,1,0
224,0.4,1.0,0.09345794392523366,0.16666666666666669,1,0,0.13333333333333333,0.045726807888970045,1,0,0,0,0,1
225,0.20000000000000007,0.75,0.44859813084112143,0.16666666666666669,1,0,0.49999999999999994,0.3403944485025566,1,1,0,0,0,0
226,0.6,0.75,0.7429906542056074,0.3333333333333333,1,0,0.6166666666666666,0.25858290723155586,1,0,1,0,0,0
228,0.4,0.25,0.2850467289719626,0.16666666666666669,0,0,0.7833333333333333,0.05726807888970051,1,0,0,0,0,1
230,0.20000000000000007,0.5,0.30841121495327106,0.8333333333333333,1,0,0.6833333333333332,0.040467494521548575,1,0,0,0,0,1
231,0.20000000000000007,0.0,0.23364485981308414,0.0,0,0,0.8833333333333333,0.07699050401753105,1,1,0,0,0,0
232,0.20000000000000007,0.75,0.5280373831775701,0.16666666666666669,1,0,0.9833333333333333,0.1810080350620891,1,0,1,0,0,0
233,0.6,1.0,0.17757009345794394,0.0,1,1,0.8666666666666666,0.012710007304601895,1,0,0,1,0,0
234,0.0,0.0,0.588785046728972,0.0,1,1,0.95,0.3834915997078159,1,0,0,0,0,1
235,0.0,0.0,0.2009345794392523,0.16666666666666669,0,0,0.6333333333333333,0.08487947406866325,1,0,0,0,1,0
236,0.0,0.25,0.17757009345794394,0.16666666666666669,0,1,0.6166666666666666,0.051278305332359386,1,0,0,0,0,1
237,0.0,0.5,0.15887850467289721,0.16666666666666669,0,0,0.7833333333333333,0.1168736303871439,1,1,0,0,0,0
